	birthdate	current_location	blood_group	name	address	company	ssn	sex	race
2649	1972-08-11	(Decimal('-56.7448625'), Decimal('-99.794260'))	O+	Joshua Peterson	"853 Christopher Grove
Nicholashaven, OR 97761"	Miller-Maldonado	809-07-4300	M	White
2650	06/19/1956, 00:00:00	(Decimal('-16.623422'), Decimal('-53.410809'))	AB+	Gene Newman Jr.	"70814 Brittney Green Suite 887
Clarkhaven, WY 35489"	Robinson-Graves	831-80-3220	M	White
2651	1990/11/05	(Decimal('-8.055124'), Decimal('58.118465'))	AB-	Scott Shepherd	"5300 Gomez Terrace Apt. 848
Georgechester, TX 41137"	Gregory Inc	895-66-3866	M	Black
2652	2009/10/17	(Decimal('-41.7925425'), Decimal('0.849424'))	AB-	Rebekah Mccoy	"9402 Sean Canyon
East Jacquelineshire, RI 13998"	Owen, Hill and Hill	424-83-4018	F	Asian
2653	1953/08/08	(Decimal('-22.344193'), Decimal('-176.240502'))	O+	Ryan Williams	"96071 Grant Crossing
Lake April, FL 69569"	Hayes Group	886-85-0065	M	Black
2654	1913-10-11	(Decimal('15.908819'), Decimal('-162.515980'))	B+	Valerie Anderson	"15405 Johnson Pine
Charlesport, ME 22761"	Harris, Frank and Gordon	434-24-7108	F	Asian
2655	04/06/1927, 00:00:00	(Decimal('37.701034'), Decimal('-38.158671'))	AB+	Timothy Patton	"USNS Herrera
FPO AA 78045"	Campbell, Gutierrez and Mcguire	414-26-2268	M	Asian
2656	07 Oct 1919	(Decimal('-37.386136'), Decimal('152.716297'))	A-	Megan Moyer	"44364 Rose Fall
Roseton, WA 55382"	Mccarthy, Jenkins and Valdez	631-26-8067	F	Asian
2657	10/02/1982, 00:00:00	(Decimal('2.4753005'), Decimal('-64.216049'))	B-	Jonathan Hawkins	"59056 Ashley Pines
Joneston, FL 37062"	Blevins and Sons	190-11-0853	M	White
2658	05/06/1993, 00:00:00	(Decimal('-77.9388585'), Decimal('102.104789'))	O+	Jacob Taylor	"388 Curry Cove Apt. 871
North Jennifer, NY 67475"	Jenkins, Norton and Rodriguez	283-39-5379	M	Black
2659	1927/04/29	(Decimal('88.483147'), Decimal('-47.759627'))	A+	Joseph Silva	"9692 Pamela Plains Apt. 595
North Michaelhaven, IL 50298"	Hansen-Simon	627-46-2475	M	Indian
2660	2004/07/18	(Decimal('35.9625765'), Decimal('-28.006723'))	O+	Nicholas York	"01687 John Turnpike
Port Andrew, AZ 07334"	Holt Group	353-89-0284	M	White
2661	11 Oct 1985	(Decimal('36.313247'), Decimal('163.957648'))	A-	Edward Maldonado	"Unit 3628 Box 0027
DPO AE 16591"	Valencia-Bennett	008-59-9736	M	White
2662	2014-12-10	(Decimal('88.0535495'), Decimal('-71.162300'))	B+	Megan Martinez	"Unit 4142 Box 2225
DPO AA 97873"	Medina LLC	640-49-5032	F	White
2663	1960-06-12	(Decimal('42.5814145'), Decimal('147.554407'))	AB+	Kimberly Hawkins	"02917 Eric Valley Suite 453
East Dennis, CO 76046"	Williams-Black	754-85-0367	F	Hawaiian
2664	24 Oct 1919	(Decimal('2.514473'), Decimal('94.578712'))	B-	Robert Mcdaniel	"5206 Jacob Drives
Edwardbury, KS 00633"	Nelson LLC	025-55-3387	M	White
2665	02/18/2010, 00:00:00	(Decimal('-19.531591'), Decimal('150.445962'))	AB-	Amy Perez	"8198 Zachary Pike Suite 584
West Rachelshire, MD 18196"	Flores, Brown and Richards	877-23-6967	F	White
2666	1995/06/01	(Decimal('-13.5976565'), Decimal('101.511692'))	AB+	Shannon Howard	"937 Karen Corners Apt. 015
West Mason, AZ 53183"	Olson Group	502-38-8980	M	blsck
2667	10/19/2010, 00:00:00	(Decimal('-59.737498'), Decimal('-39.854076'))	B-	Dustin Moore	"101 Murphy Junction
Tatechester, MS 21753"	Patrick Group	645-52-6619	M	Black
2668	2001-10-05	(Decimal('-9.846090'), Decimal('165.083255'))	AB-	Ian Oconnor	"62108 Joseph Dam
Rodgerstown, IL 51987"	Hunt-Graves	295-05-5085	M	Indian
2669	07 Nov 1929	(Decimal('-66.401477'), Decimal('123.551878'))	O-	Laura Garcia	"816 Richard Flat Apt. 468
West Frankmouth, AR 11461"	King-Davis	856-93-5908	F	White
2670	05/08/1987, 00:00:00	(Decimal('60.432433'), Decimal('177.887520'))	A-	Eric Sullivan	"Unit 7544 Box 4191
DPO AA 76686"	Miller Inc	587-45-7848	M	Asian
2671	2015/06/03	(Decimal('-35.7907485'), Decimal('1.256613'))	B+	Stacey Perkins	"79751 Pearson Trafficway
Keithborough, ID 03759"	Richardson and Sons	366-35-4602	F	White
2672	1943/03/14	(Decimal('-12.256540'), Decimal('-166.431104'))	B-	Justin Gordon	"Unit 3482 Box 5505
DPO AP 45308"	Orozco, Gill and Salazar	461-02-1551	M	Indian
2673	1948-06-01	(Decimal('28.1816515'), Decimal('46.964111'))	O-	Lisa Lopez	"370 Crawford Freeway
Guerraberg, AZ 49410"	Thomas and Sons	739-01-4863	F	White
2674	1913-08-16	(Decimal('5.7107365'), Decimal('-30.752972'))	AB+	Amanda Wilcox	"4182 Megan Crossroad Apt. 438
Lake Drew, OK 55321"	Bradley-Allen	285-37-8377	F	White
2675	30 Apr 1970	(Decimal('-76.077931'), Decimal('-90.223331'))	AB+	Omar Wilson II	"11716 Marshall Overpass Suite 088
Port Sarahburgh, KY 08774"	Mayo Group	777-88-9502	M	Black
2676	04/10/1909, 00:00:00	(Decimal('-77.496604'), Decimal('-2.462531'))	AB-	Willie Sullivan	"USCGC Sanders
FPO AP 90799"	Evans Ltd	032-42-0037	M	white
2677	2019-05-05	(Decimal('59.7244305'), Decimal('27.322771'))	AB+	James Martinez	"857 Brown River
Lake Todd, AZ 06709"	Ho, Solomon and Lambert	524-81-1347	M	White
2678	25 Apr 1984	(Decimal('-37.0575885'), Decimal('161.145638'))	A-	Susan Cook	"407 Mary Court Suite 056
Kaufmanhaven, UT 38582"	Lawrence, Evans and Bartlett	324-55-4659	F	Black
2679	1958-07-02	(Decimal('49.684190'), Decimal('74.216092'))	O-	Michael Padilla	"921 Sims Inlet Apt. 707
Port Tinashire, VT 17474"	George-Brown	021-86-6089	M	Hawaiian
2680	09/13/1907, 00:00:00	(Decimal('-57.7367245'), Decimal('108.134523'))	B+	Sabrina Roth	"3057 Hayes Circles
East Jeremiah, MO 99467"	Schwartz-Reed	435-79-5473	F	Asian
2681	1950/12/09	(Decimal('53.825981'), Decimal('155.894195'))	B-	Kenneth Moreno	"90233 Carl Path Apt. 549
New Johnathan, UT 14688"	Clark LLC	267-47-5767	M	White
2682	2019-11-03	(Decimal('25.4353095'), Decimal('4.562333'))	AB-	Jacqueline Wright	"8014 Julia Centers
Perezborough, CO 41573"	Johnson, Williams and Martinez	291-44-5792	F	White
2683	1948-03-16	(Decimal('-77.222388'), Decimal('-135.554959'))	B+	Courtney Pena	"PSC 7664, Box 1729
APO AA 50365"	Deleon, Sanders and Leon	430-04-5808	F	White
2684	1932-09-09	(Decimal('-16.9307445'), Decimal('-94.527730'))	A+	Darren Hernandez	"51236 Bean Flat
New Vincentstad, MI 31306"	Smith, Berger and Jones	553-94-8861	M	Black
2685	02/14/1993, 00:00:00	(Decimal('-75.694400'), Decimal('8.234012'))	AB-	Samantha Thomas	"5042 Conley Isle Apt. 376
North Cherylville, CT 61599"	Hansen, Fischer and Robbins	278-87-8618	F	White
2686	2013/10/23	(Decimal('-66.343244'), Decimal('0.961900'))	A+	William Smith	"036 Colin Hill Suite 269
Kellyhaven, MS 52168"	Mendoza, Mitchell and Mitchell	338-11-2278	M	Black
2687	1933/03/17	(Decimal('-38.899894'), Decimal('124.270663'))	B+	Michelle Lee	"35123 Kristen Haven
Bradleyfort, WV 56173"	Frazier-Jones	898-16-5371	F	Indian
2688	10 Sep 1970	(Decimal('-3.1619875'), Decimal('-34.056582'))	A-	Donna White	"35111 Charles Station Apt. 763
New Bobbyhaven, MS 15633"	Bates, Taylor and Bryan	174-39-3874	F	White
2689	1999-09-24	(Decimal('7.580532'), Decimal('110.468877'))	AB-	Dillon Hayes	"73428 Hall Lake
Timothybury, NE 01868"	Castillo-Boyer	542-74-5129	M	White
2690	07 Jun 1926	(Decimal('-29.5951465'), Decimal('121.753833'))	A-	Peggy Melton	"Unit 9713 Box 5921
DPO AE 46535"	Mckinney and Sons	464-02-5276	F	Black
2691	2004-11-01	(Decimal('43.954048'), Decimal('-13.366303'))	AB+	Laura Thompson	"45480 Tyler Bridge
East Dennistown, SC 23673"	Guzman, Pierce and Goodwin	588-49-9232	F	Black
2692	08/11/1919, 00:00:00	(Decimal('38.5893805'), Decimal('-156.227321'))	AB-	Robert Friedman	"PSC 2350, Box 1396
APO AP 87245"	Ray Inc	464-92-1959	M	Black
2693	08 Jul 1985	(Decimal('7.590602'), Decimal('-79.284510'))	AB+	Kayla Garza	"9429 Hayes Via
Palmerbury, HI 29813"	Snyder-Nelson	747-26-5235	F	White
2694	1976/09/27	(Decimal('7.9074445'), Decimal('-137.288609'))	AB-	Kayla Fleming	"032 Frey Lake
Kylechester, NJ 47173"	Harris Inc	149-80-2998	F	Asian
2695	1908-06-17	(Decimal('2.841521'), Decimal('-148.717680'))	AB+	Jessica Brewer	"PSC 4513, Box 0929
APO AE 38736"	Moore, Cox and Cardenas	337-11-0508	F	White
2696	1986-08-09	(Decimal('86.3076315'), Decimal('-7.497625'))	AB-	Whitney Gomez	"9480 Patrick Unions Suite 035
South Kenneth, MS 18400"	Myers-Davis	337-84-3282	F	White
2697	1981/03/07	(Decimal('40.129713'), Decimal('158.916867'))	A+	Mr. Randy Ruiz DDS	"63746 Bennett Drive
Bowmanton, TX 03355"	Singh, Lloyd and Leonard	095-60-7691	M	White
2698	23 Apr 2008	(Decimal('-80.5980055'), Decimal('-113.822240'))	B-	Craig Acosta	"44016 Kristin Rue
East Billy, TX 43306"	Reed Group	565-26-5267	M	Black
2699	03/09/2018, 00:00:00	(Decimal('-63.9961585'), Decimal('2.922091'))	B-	Angela Barnes	"16186 Susan Shoals Suite 623
South Davidton, NJ 93253"	Moreno-Camacho	091-61-4620	F	White
2700	1946/08/20	(Decimal('-23.0473085'), Decimal('154.825373'))	A+	Theodore Ramsey	"5359 Kristin Cliffs Suite 539
New Fernandoville, UT 86051"	Mcguire Inc	540-26-7794	M	Black
2701	10/18/1911, 00:00:00	(Decimal('-88.849815'), Decimal('155.138499'))	AB+	Ashley Young	"7845 Stephanie Cliff Suite 031
Coxberg, UT 77355"	Johnson-Willis	158-16-0510	F	black
2702	18 Dec 1919	(Decimal('42.410548'), Decimal('23.713776'))	AB+	Frank Ellis	"586 Jacobs Burg Apt. 092
Webbburgh, MT 80048"	Perkins LLC	464-76-3204	M	White
2703	05/11/1929, 00:00:00	(Decimal('19.039942'), Decimal('-79.992758'))	A+	Michael Watson	"4073 Gina Cliffs
East Christopherside, NH 28179"	Woods LLC	161-05-5606	M	White
2704	1952-02-21	(Decimal('-49.217010'), Decimal('38.062025'))	A+	Michael Jones	"318 Stephen Ranch
Tonyland, ID 25391"	Brown LLC	316-72-6465	M	Black
2705	1907-01-25	(Decimal('-12.9599675'), Decimal('-40.172240'))	AB-	Danielle Rogers	"1879 Malik Causeway Apt. 569
Lake John, SC 58577"	Jackson-Leon	791-13-2272	F	White
2706	12/23/1976, 00:00:00	(Decimal('86.1807995'), Decimal('-97.290272'))	O-	Mr. Joseph Leonard	"6923 Luis Divide
New Karenstad, RI 11480"	White-Le	175-75-3839	M	White
2707	1950-07-08	(Decimal('-12.635703'), Decimal('-105.579324'))	AB-	Jared Ryan	"Unit 6881 Box 6263
DPO AA 66225"	Riddle-Jackson	674-13-8664	M	Asian
2708	09/30/1982, 00:00:00	(Decimal('-71.5929205'), Decimal('-104.762951'))	AB+	Alan Mcneil	"Unit 4699 Box 3723
DPO AE 43668"	Weaver, Hodges and Perez	714-08-2171	M	White
2709	03/10/1935, 00:00:00	(Decimal('-23.4499445'), Decimal('-27.989532'))	AB+	Amy Ward	"7286 Danielle Shoals Suite 510
Kevinfort, TN 66485"	Farrell, Weber and David	093-07-5671	F	Black
2710	02/25/1929, 00:00:00	(Decimal('-58.798495'), Decimal('85.173470'))	B+	Patricia Wise	"262 Andre Gateway Apt. 440
Moralesport, TN 84216"	Conner, Montoya and Lee	293-15-3972	F	White
2711	19 Nov 2002	(Decimal('67.2741345'), Decimal('51.672845'))	O-	Savannah Gray	"PSC 3853, Box 1213
APO AE 07560"	Herrera and Sons	667-59-4487	F	White
2712	16 Sep 2019	(Decimal('71.944290'), Decimal('126.443949'))	A+	Brandon Burton	"8162 Jacob Summit
North Stephanieton, TN 63374"	Hooper, White and Blair	324-92-7389	M	Asian
2713	2015/02/20	(Decimal('9.7212895'), Decimal('71.622521'))	O-	Jacqueline Faulkner	"47969 Spencer Grove Apt. 615
Davenportfort, NM 08647"	Lopez LLC	080-84-2665	F	White
2714	07/22/1986, 00:00:00	(Decimal('39.2917105'), Decimal('162.229895'))	A+	Logan Larson	"5884 Rebecca Lock Suite 561
New Coreyshire, AK 40114"	Mckenzie, Ball and Thompson	756-87-7549	M	Asian
2715	1947-11-11	(Decimal('37.981792'), Decimal('-46.507302'))	B+	Veronica Casey	"1925 Trujillo View
Pettybury, HI 13287"	Wiggins, Casey and Adams	764-96-6522	F	Black
2716	1990-05-13	(Decimal('69.741144'), Decimal('144.913693'))	O+	Kimberly Smith	"406 Ashley Cove Suite 574
New Jonathan, MD 81174"	Johnson-Miller	390-39-9355	F	Black
2717	2014-11-28	(Decimal('46.3968475'), Decimal('-27.294726'))	AB+	Laurie Ho	"88187 Natalie Fields Apt. 537
Tracyton, GA 43226"	Henry, Martinez and Ford	373-19-6917	F	Asian
2718	1993/11/18	(Decimal('-78.3522795'), Decimal('167.597035'))	B+	Mr. Richard Summers	"8353 Rosario Haven
Vincentport, UT 59913"	Dennis, Gordon and Hernandez	451-82-1225	M	Asian
2719	1953/03/05	(Decimal('-72.408452'), Decimal('-67.800621'))	AB-	Eduardo Crawford	"54716 Travis Road
Hurleymouth, OR 28890"	Cook Inc	564-41-6812	M	White
2720	1961-09-26	(Decimal('-44.4812345'), Decimal('-111.769438'))	O+	Aaron Vaughn	"50672 Tran Center Suite 178
Dixonside, FL 19566"	Rodriguez, Walker and Smith	333-80-3031	M	Black
2721	1981-05-28	(Decimal('-3.3855485'), Decimal('51.983374'))	A+	Michael Campbell	"91611 Daniel Walk Apt. 388
South Lindatown, PA 31299"	Taylor PLC	401-64-0259	M	White
2722	1906/08/25	(Decimal('-29.7400055'), Decimal('-148.459767'))	B+	Jeffrey Flores	"4198 Lyons Loaf Apt. 253
Port Hunter, MN 89690"	Cole-Frank	254-85-4886	M	White
2723	02 Feb 1983	(Decimal('87.959213'), Decimal('17.885408'))	AB+	Mary Parsons	"6161 Norris Junctions
South Melaniefurt, CA 30137"	Anderson Inc	692-42-9696	F	White
2724	12/09/2017, 00:00:00	(Decimal('60.9899585'), Decimal('59.067788'))	B-	Steven Lawson	"USCGC Green
FPO AE 78893"	Allen-Schultz	007-06-5866	M	Black
2725	10/29/2003, 00:00:00	(Decimal('75.629963'), Decimal('159.755670'))	AB+	Lisa Estrada PhD	"9285 Myers Point
Nicholasberg, CA 95210"	Hernandez, Larsen and Rivera	541-58-4471	F	White
2726	03 Aug 1912	(Decimal('-13.125938'), Decimal('-172.412285'))	B+	Jenna Parker	"17599 Shane Rest
East Paula, OK 40299"	Gonzalez Group	015-46-1854	F	White
2727	1971/10/16	(Decimal('16.010470'), Decimal('110.574496'))	A-	Mrs. Donna Ruiz	"472 Hanson Shoal Apt. 740
Breannaberg, SD 22662"	Gonzales, Watts and Thomas	736-74-0014	F	Indian
2728	17 May 2009	(Decimal('-34.479386'), Decimal('160.168075'))	AB-	Mr. Joseph Johnson PhD	"47083 Christopher Gateway Suite 416
North Tamara, PA 23932"	Krueger, Torres and Mcgrath	887-28-1994	M	Black
2729	08 Feb 1938	(Decimal('-46.9893295'), Decimal('111.298367'))	O-	Alex Taylor	"Unit 6192 Box 8412
DPO AP 21768"	Castaneda-Lopez	569-09-6031	M	White
2730	1956-08-08	(Decimal('41.385098'), Decimal('60.213483'))	AB-	Scott Key DDS	"180 Carrillo Park Apt. 769
Rogersborough, ID 53577"	Hunt PLC	113-86-8415	M	White
2731	1993-10-31	(Decimal('-88.472786'), Decimal('73.093568'))	AB-	Brenda Richard	"77091 Megan Harbors
Michaelland, MO 99413"	Shaffer Group	662-89-4319	F	Black
2732	1918/08/11	(Decimal('44.1619535'), Decimal('-149.512725'))	AB-	Kevin Zavala	"PSC 0233, Box 8540
APO AA 56632"	Carroll, Vazquez and Adkins	070-68-3047	M	Indian
2733	1943/01/25	(Decimal('-85.924875'), Decimal('138.895288'))	AB+	Christopher Parker	"234 Jennifer Keys Apt. 771
Lake Markbury, NV 41668"	Yang-Downs	017-16-9038	M	White
2734	25 Aug 1920	(Decimal('-37.6062725'), Decimal('-103.104519'))	O+	Jason Friedman	"25530 Stacey Fords
Sarahchester, MA 15071"	Alvarado-Rodriguez	812-12-8599	M	Black
2735	01/08/1954, 00:00:00	(Decimal('-51.8034205'), Decimal('-81.429759'))	AB-	Kathryn Potter	"USCGC Benson
FPO AA 62208"	Flores LLC	078-25-6111	F	Black
2736	12/07/2006, 00:00:00	(Decimal('-23.874830'), Decimal('-86.824194'))	AB-	Lauren Sharp	"469 Cook Circle
North Christinaland, AL 79367"	Scott-Walls	603-11-4458	F	White
2737	1930/01/07	(Decimal('-42.638108'), Decimal('-27.615517'))	AB-	Jordan Wise	"PSC 5869, Box 4583
APO AP 77691"	Carlson, Roth and Johnson	882-92-1055	M	Asian
2738	17 Jul 1929	(Decimal('-27.3781015'), Decimal('-164.855351'))	O-	Raymond Turner	"50728 Haas Mountain Suite 267
Lake Samuelbury, PA 93771"	Carr, Soto and Payne	042-96-1327	M	White
2739	2008/10/05	(Decimal('2.139413'), Decimal('-29.223729'))	A-	Matthew Reyes	"574 Rebecca Roads
Kathleenhaven, MO 75230"	Carroll PLC	757-65-1886	M	White
2740	12/13/1995, 00:00:00	(Decimal('-22.930719'), Decimal('-166.251366'))	B+	Ashley Lopez	"551 Wilkinson Trail
Michaelfort, VT 13248"	Williams and Sons	502-12-2882	F	White
2741	12/04/1950, 00:00:00	(Decimal('74.077020'), Decimal('-37.482728'))	A+	James Tucker	"401 Megan Stream Apt. 585
Cooleytown, TX 81285"	Deleon Inc	466-23-3018	M	White
2742	06 Nov 1946	(Decimal('-14.226700'), Decimal('157.239973'))	B+	Cindy Phillips	"85347 Michael View
West Dannyfort, MI 55336"	Gonzalez Group	861-73-9231	F	White
2743	1958/06/13	(Decimal('59.765038'), Decimal('-55.039283'))	B-	Jennifer Adams	"6962 Hernandez Island Suite 476
West Jodi, LA 60263"	Snyder, Beck and Walker	411-01-5136	F	Asian
2744	02/26/1964, 00:00:00	(Decimal('-40.588463'), Decimal('1.440618'))	B+	Timothy Donovan	"PSC 9293, Box 3982
APO AA 24961"	Johnson, Gonzales and Johnson	199-19-3592	M	White
2745	15 Jun 1912	(Decimal('-36.222094'), Decimal('-131.574794'))	AB+	Dana Bell	"419 Reed Parkways
North Brandonburgh, IL 15157"	Tate, Griffin and Mccarthy	595-22-5641	F	White
2746	1984/09/11	(Decimal('-72.925659'), Decimal('6.071964'))	A-	Ryan Ford	"1382 Carter Extensions Suite 258
Allenside, AZ 35021"	Baker PLC	177-89-0291	M	White
2747	09/12/2001, 00:00:00	(Decimal('-77.0104275'), Decimal('172.599691'))	A+	Jamie Baker	"31099 Jennifer Mount
West Dave, FL 66243"	Kennedy PLC	740-89-4467	F	black
2748	1948-12-25	(Decimal('28.906702'), Decimal('-10.107731'))	AB+	April Sharp	"09530 Harris Courts
Dustinland, MO 82776"	Shields Inc	503-37-2421	F	Black
2749	2006/07/24	(Decimal('69.420674'), Decimal('-25.528751'))	B-	Hunter Marquez	"USCGC Jones
FPO AP 62289"	Jones and Sons	315-76-8783	M	White
2750	09 Dec 1936	(Decimal('-39.7438935'), Decimal('58.297777'))	O-	Sharon Sandoval	"01100 Haley Loop Apt. 290
Smithfort, OH 31011"	Patterson, Hernandez and Parsons	762-97-3516	F	White
2751	24 Oct 1932	(Decimal('43.938816'), Decimal('-132.731101'))	O-	Joyce James	"27971 Edwards Key
North Chelsea, ID 26449"	Morales, Gordon and Harrington	243-13-5931	F	Hawaiian
2752	1958-11-05	(Decimal('-28.9974625'), Decimal('-12.416416'))	O-	Kevin Murillo	"PSC 4978, Box 3842
APO AP 62623"	Young Group	443-28-1607	M	White
2753	1938-12-25	(Decimal('87.7767745'), Decimal('-139.381234'))	A-	Elijah Scott	"656 Mccarthy Roads
East Steven, NY 24685"	Anthony, Hart and Pearson	851-97-1499	M	White
2754	15 May 1983	(Decimal('-55.8399815'), Decimal('-70.882462'))	B+	Wesley Thompson	"93474 Freeman Junction
West Rose, ME 20564"	Bryant, Gray and Mclaughlin	839-96-2048	M	White
2755	12/30/1995, 00:00:00	(Decimal('-84.9922935'), Decimal('-77.209017'))	B-	Curtis Palmer	"03582 Carlson Light
East Jordanfurt, SD 58831"	Koch PLC	792-18-0183	M	blsck
2756	1973/11/06	(Decimal('-86.3620815'), Decimal('-82.057571'))	A-	Sabrina Obrien	"34531 Scott Square
North Amymouth, MI 30124"	Cruz, Lee and Mitchell	185-01-9739	F	white
2757	1916-10-07	(Decimal('65.7855505'), Decimal('92.317153'))	AB+	Linda Graham	"8782 Rebecca Shoal
New Cynthiaton, MN 20672"	Bell-Mcneil	236-93-5529	F	White
2758	04 Apr 1989	(Decimal('-66.828828'), Decimal('38.013325'))	B-	Theresa Thomas	"30942 Sanchez Drives Apt. 785
Adamsfort, IA 50231"	Daniel-Doyle	628-88-1383	F	Black
2759	21 Feb 1956	(Decimal('41.196873'), Decimal('-35.185589'))	B+	Sean Williams	"0222 Johnston Plain Apt. 860
Mariatown, NV 08159"	Chavez and Sons	565-23-0450	M	White
2760	02/22/1941, 00:00:00	(Decimal('57.9583785'), Decimal('-76.752363'))	B-	Robert Berg	"393 Robert Manors
Melissashire, GA 23802"	Todd-Walter	051-79-0421	M	White
2761	21 Feb 2012	(Decimal('39.613573'), Decimal('146.378037'))	A-	Robert Tyler	"9956 Williams Plaza Apt. 361
South Kathleenchester, MO 39794"	Colon-Humphrey	288-58-6837	M	White
2762	18 Oct 2014	(Decimal('21.104882'), Decimal('97.934874'))	B-	Andrew Gill	"73595 Lisa Islands
Fieldschester, NH 05416"	Stephens-Ramsey	338-36-7052	M	White
2763	1945-04-21	(Decimal('-38.508905'), Decimal('38.670373'))	AB+	Rebecca Bailey	"927 Robert Island
Ramseyshire, OR 58177"	Charles-Robinson	500-84-7959	F	White
2764	2006-10-04	(Decimal('21.107663'), Decimal('91.616166'))	O-	Carrie Owen	"592 Karl Way Apt. 111
New Angelachester, DE 93734"	Martinez PLC	168-41-0018	F	Black
2765	1984-04-29	(Decimal('30.161887'), Decimal('-95.198604'))	A+	James Silva	"841 Gregory Pines Suite 701
Jonesside, CT 22667"	Campbell-Ali	588-92-3013	M	White
2766	07 May 1973	(Decimal('38.5128885'), Decimal('88.079079'))	AB-	Robert Mitchell	"35142 Steven Corners Apt. 405
New Ellen, NH 09259"	Vincent-Johnson	591-60-1807	M	White
2767	02/26/2009, 00:00:00	(Decimal('-2.0158795'), Decimal('132.396763'))	B-	Andrew Adams	"91491 Carla Forest Suite 675
Lake Christinahaven, MS 11709"	Wright, Snow and Clay	811-44-4643	M	Asian
2768	11/24/1912, 00:00:00	(Decimal('-3.6707815'), Decimal('8.137998'))	AB+	Alexis Robertson	"USCGC Dickson
FPO AE 35640"	Chan and Sons	312-63-1515	F	White
2769	26 Aug 1926	(Decimal('15.532391'), Decimal('127.077431'))	O-	Brandon Becker	"829 Allison Pike
New Miranda, IN 28941"	Day Ltd	003-87-3219	M	Hawaiian
2770	08 Sep 1962	(Decimal('-87.5004735'), Decimal('128.682094'))	B+	Kevin Lopez	"20200 Rogers Isle Suite 936
Scottmouth, NH 54161"	Orozco Group	892-11-9552	M	Indian
2771	1976/03/09	(Decimal('-85.281437'), Decimal('159.698702'))	A+	Randy Chambers	"14836 Ryan Passage
Taylorchester, IL 50207"	Carr, Romero and Green	897-83-0319	M	Asian
2772	27 May 1939	(Decimal('-40.9125685'), Decimal('119.860697'))	AB+	Mario Peterson	"197 Bryan Curve Apt. 228
Jamieview, ME 94595"	Miller PLC	187-92-7449	M	Black
2773	1989-08-04	(Decimal('-33.5558025'), Decimal('-52.949634'))	B+	Alexandra Mann DVM	"5318 Brooke Prairie Suite 672
Lake Maryshire, AR 86160"	Woods-Reyes	010-86-9485	F	Black
2774	1932-12-14	(Decimal('59.4875265'), Decimal('83.146653'))	AB+	Thomas Taylor	"55390 Brown Parkway Apt. 292
West Matthew, NY 33778"	Spencer LLC	262-22-7656	M	White
2775	1972-08-01	(Decimal('-6.293361'), Decimal('-5.882063'))	A+	David Ibarra	"80022 Alexander Green
South Susanville, MA 81379"	Green Group	301-79-9887	M	white
2776	23 Jan 1927	(Decimal('35.3248235'), Decimal('-172.747959'))	A-	Denise Kaiser	"65007 Joshua Ford
Erikastad, PA 52858"	Hanson PLC	673-80-6250	F	Black
2777	03/28/1937, 00:00:00	(Decimal('8.624530'), Decimal('-133.831259'))	B+	Stephanie Becker	"7172 Townsend Village
Roseview, VT 65171"	Graham-Jensen	856-48-0921	F	White
